Author,Comment,Likes,Published_At,Replies
@asuri0173,Gorgeous,1,2025-03-29T12:33:19Z,0
@adnahasanovic6988,I love the action and everything.,2,2025-03-29T12:24:57Z,0
@Gobilove-f9d,"Please hwangers and Bangers take this mv seriously,other 3 units mv gaining view so fast yet Escape view increase remain so slow,its take a long time to reach, Hyunjin and BC did a great job so please show some love,lets go to 9 m faster this time",8,2025-03-29T12:21:42Z,0
@momina_batool_z7,Again bangchan and hyunjin you know red light 🚨.I don&#39;t know why hyunjin and chan solo use chain?,2,2025-03-29T12:20:07Z,0
@نديمالسنجري-و3ه,I really really love their voice ❤❤❤❤,5,2025-03-29T12:17:17Z,0
@Zeygh,Still trending in music category! Iktr,4,2025-03-29T12:13:28Z,0
@bowiestarpup1531,Does anyone know how to STOP watching this obsessively on repeat? Asking for a friend 👀😅🤣,4,2025-03-29T12:11:13Z,0
@vbjdvn1mvlxk_kxn,I CANT BREATHE,3,2025-03-29T12:10:17Z,0
@hotlatte-ev2gf,I&#39;m addicted to this song,5,2025-03-29T12:05:44Z,0
@gnabchriss,"This is BL, denial is not acceptable.",3,2025-03-29T11:56:54Z,0
@bowiestarpup1531,Anyone else seeing thier own relationships in this song? Its literally one of mine👀,1,2025-03-29T11:56:29Z,0
@Feyza-cg4vn,What is this????,0,2025-03-29T11:53:53Z,0
@rocioquesadanavidad8173,"WHAT A MUSIC VIDEO. This was a whole audiovisual experience!! You guys’ acting skills… this is INSANE. You can’t imagine how much i love you and how much i enjoyed watching this. Btw, You two look soo handsomeee ❤️❤️",3,2025-03-29T11:40:31Z,0
@Kavss-n3t,Speechless. With mouth agape 🤯✨,1,2025-03-29T11:32:47Z,0
@elleevil6342,Literally &quot;Are we flirting or are we fighting?&quot;,0,2025-03-29T11:31:45Z,0
@D9_flip,OMFG I LOVE THIS SO MUCH AAGHHHH<br>THEY&#39;RE SO DARN PERFECT <br>also (i really hope bang chan&#39;s taking care of himself and avoiding those toxic mfs who somehow call themselves stays. he deerves the world and so much more),2,2025-03-29T11:16:30Z,0
@chraeri,It&#39;s Red Lights all over again😩❤️,1,2025-03-29T11:14:13Z,0
@amy-janefoster982,"I never thought i&#39;d see this due beat &#39;Red Lights&#39;,  I was wrong - this it amazing. This makes me think of a scene from a sci-fi thriller almost. No sign of bl there for me however, more a story of two friends finding each other again and finally facing their enemy, but each to their own opinion.  Still brilliant though🤍🖤🤍🖤",2,2025-03-29T11:04:09Z,0
@hotlatte-ev2gf,"This song is impeccable, a perfect masterpiece",3,2025-03-29T10:57:13Z,0
@evelynquarshie726,These two chemistry is top notch,3,2025-03-29T10:52:14Z,0
@stayverdadera,I love your music ❤❤❤❤❤❤❤,2,2025-03-29T10:40:29Z,0
@nuaaaa155,Th? It&#39;s been a day and only 100k+🤨 only the like increase.. I think the views froze,0,2025-03-29T10:39:26Z,0
@jenkay0621,Enjoying Saturday with these powerful sounds. Fantasy here with love and gratitude!! 💖🎶✨️<br>Escape x Love Race,1,2025-03-29T10:21:25Z,0
@Skz_st4y43ver,Wheres the nutella part 😔😭😭😭,0,2025-03-29T10:15:20Z,0
@Belinda-777,FIRST ROPE AND NOW THEY USE CHAINS?!?OMGGGGG,0,2025-03-29T10:05:02Z,0
@Lizzy--t3x,True Friendship/family at its finest ❤,2,2025-03-29T10:02:37Z,0
@hotlatte-ev2gf,I can&#39;t stop watching this,2,2025-03-29T09:52:07Z,0
@BinnieMinho1125,The numbers?? Are you  kidding me !! Stays wake up !! That s fire !!!,3,2025-03-29T09:50:33Z,0
@sonofroderick4255,"Bang Chan and Hyunjin have done it again. The song, the video only those two can pull it off. Excellent. Only they can make tough look erotic. 👍👌👏",5,2025-03-29T09:44:36Z,0
@143superealme,"The visuals 😭 Give their makeup artists a raise, netherless this song has an addictive beat and i love ittttt!❤ My favourite part is when chan says &quot;Just follow me , I&#39;ll lead night and day&quot; it sounds magicalllll",2,2025-03-29T09:36:26Z,0
@numenius15,"Chan, get well soon from your leg injury yesterday. It hurts me to see you hurt!",4,2025-03-29T09:25:26Z,0
@numenius15,"Hyunjin&#39;s vocals hitting high notes with Chan&#39;s voice accompanying him, it&#39;s so good!",12,2025-03-29T09:24:04Z,0
@violetstarlight7334,I love hyunjin but he&#39;s hair stile❤😮,3,2025-03-29T09:19:38Z,0
@numenius15,"It&#39;s been 6 hours and it just went from 8 to 8.1? Come on, STAY, don&#39;t slow down!",2,2025-03-29T09:15:10Z,2
@vivi-d12,the red lights duo is backkk✌️✨,1,2025-03-29T09:13:26Z,0
@HASSANHAZIQ,Guys the beginning of ESCAPE sounded like Cradles by Sub Urban.....<br>(No hate!),2,2025-03-29T09:11:09Z,0
@kdanceindonesia4548,"I wrote a story about Chan !<br>(Sorry for not that good i&#39;m only 15 and can&#39;t good at writing)<br><br>Title: &quot;Tears Behind the Smile&quot;<br><br>Bang Chan, the leader of Stray Kids, was always known for his bright smile and energetic personality. But behind that smile, there was a hidden sadness and loneliness that no one knew about.<br><br>One day, after finishing a concert, Bang Chan returned to the dorm feeling tired and empty. It felt like he had lost something very important to him.<br><br>He remembered his time in Australia, when he was just a student and dreamed of becoming a singer. He thought about how he had to struggle alone without support from his family or friends.<br><br>As he thought about how he had lost contact with his family for so many years, tears began to fall from his eyes. He felt like he had lost himself.<br><br>Bang Chan lay down on his bed, feeling weak and drained. He couldn&#39;t hold back his tears anymore and began to cry loudly.<br><br>Suddenly, the door to his room opened, and Han, one of the members of Stray Kids, came in. Han saw Bang Chan crying and immediately walked over to him.<br><br>&quot;Chan-hyung, what&#39;s wrong?&quot; Han asked, looking worried.<br><br>Bang Chan couldn’t speak, as his tears kept flowing. Han quickly hugged him and let him cry.<br><br>“We’re here for you, Chan-hyung,” Han said. “We’ll always support you, no matter what.”<br>Hearing Han&#39;s words made Bang Chan feel a little better. He realized that he wasn’t alone, and that he had friends who would always be there for him.<br><br>With tears still in his eyes, Bang Chan smiled faintly. He knew that, with friends like Han by his side, he could get through anything.",2,2025-03-29T09:10:38Z,0
@nyxx22,the chains are back!,0,2025-03-29T09:06:10Z,0
@saymyname127,I DIDNT EXPECT IT TO BE THIS GAY,0,2025-03-29T08:57:26Z,0
@Jeri.I2,I love dis music 💕🎶,0,2025-03-29T08:47:59Z,0
@PheladiMokaba,Guy&#39;s this song is giving Red lights pt 2🥵🥵in my own case,0,2025-03-29T08:40:54Z,0
@GülayNergiz-m6f,My God their voice is amazing  ❤,4,2025-03-29T08:40:28Z,0
@shiyezhenkonghwasch1394,my fav part was the intro. hyunjin 🔥🔥idk the back was kinda repetitive,1,2025-03-29T08:38:14Z,0
@Tsusstarzz,What in the red lights,1,2025-03-29T08:30:01Z,0
@cleohalfonso,GOOOOD THIS VIDEO IS INSANE 😱❤️ I&#39;M CRYING 😭,0,2025-03-29T08:29:17Z,0
@Mamacita-p7j,My breath is gone <br>My mind is lost<br>I am in shock <br><br>THEY ATE THIS UPPP❤❤❤❤,2,2025-03-29T08:22:16Z,0
@jisoo_bp-t7d,The hug was so emotional ❤❤❤❤❤😢😢😢😢😢❤❤❤❤❤❤❤,1,2025-03-29T08:21:10Z,0
@My.p00kie-,What is the lore cuz like?????? I love it btw 😊,1,2025-03-29T08:08:11Z,0
@brownigirl-l5k,I can&#39;t believe it<br>It was like a movie<br>All I can say is wow<br>You guys were awesome<br>Thank you❤,2,2025-03-29T08:07:08Z,0
@im_stay_ot8-ot8,I&#39;M ADDICTED TO THIS SONG!!!,36,2025-03-29T08:02:10Z,0
@whoareyou8246,"OMGGG THIS IS SOO GOOD!!!!!!THE MV IS VERY UNIQUE I LOVE THE CONCEPT THEY WENT FOR IT FITS ALOT WITH THE SONG. BRO ESCAPE IS LITERALLY REMINDING ME OF RED LIGHTS!!!!!🔥🔥 OMGG THO THE ACTING, MV, OUTFITS, VISUALS, THEM AND LITERALLY THE SONG  ITS SO AMAZING AND GOOD!!!!! I LOVE THE MV SM AND THEIR ACTING ASWELL THE TENSION BRO. BRO OMG HOW THEY HUGGED AND HOLD HANDS!!!!! THIS IS AMAZING I LOVE THEM SMM!!!!!💗💗💗💗✨✨",2,2025-03-29T07:57:48Z,0
@pr0b13m_chi1d,The part where they run away and they leave pawprints behind is so cool,2,2025-03-29T07:54:26Z,0
@pr0b13m_chi1d,I need 1000 fan fics immediately <br>I love them acting feral,1,2025-03-29T07:44:42Z,0
@JordanLane-y2c,Piece of art my heart ❤️ I love them. 😍 so much.,2,2025-03-29T07:38:57Z,0
@varik_07,"<a href=""https://www.youtube.com/watch?v=LvCmsOWPwKA&amp;t=80"">1:20</a> , <a href=""https://www.youtube.com/watch?v=LvCmsOWPwKA&amp;t=167"">2:47</a> Bang Chan&#39;s high notes 🔥❤️",3,2025-03-29T07:36:47Z,0
@JordanLane-y2c,I have been Waiting for this masterpiece ❤ and their voices oh my gosh 🇦🇺😎,2,2025-03-29T07:34:47Z,0
@kittensintheattic5546,"<a href=""https://www.youtube.com/watch?v=LvCmsOWPwKA&amp;t=90"">1:30</a> love that part",0,2025-03-29T07:00:56Z,0
@i_love_enhypenbbg,Literally red lights ep 2:,1,2025-03-29T06:59:34Z,0
@Rose-xf5sz,"<a href=""https://www.youtube.com/watch?v=LvCmsOWPwKA&amp;t=60"">1:00</a> RED LIGHTS OMG?????? THIS IS A MASTERPIECE!!!!",0,2025-03-29T06:55:10Z,0
@ILOVESTRAYKIDSS,Love the song👍,0,2025-03-29T06:52:25Z,0
@multistann_hyun143,"Gosh I just love escape sm, please stream it guys!",3,2025-03-29T06:44:03Z,0
@louthiatv,THE WAY THEY HUGGED AND HELD HANDS WAS SO SWEET AND CUTE😭🥺 I LOVE THIS MV SO MUCHH❤,1,2025-03-29T06:36:52Z,0
@DAVIAALLEYHA,HELLO SAMARA MORGAN FROM BIGO LIVE🦖NIHON📻WAREHOUSE MIA KHALIFA/RIHANNA FENTY PFIZRE QUEENRADIO,0,2025-03-29T06:36:26Z,0
@frixxday,I like this combination very much..!❤,1,2025-03-29T06:34:56Z,0
@seaspiritinme,The way they are only sort of moving like humans at the start. The acting and directing&#39;s so good!,1,2025-03-29T06:32:48Z,0
@EllaLiu-ip8kt,I think I’m going crazy😊,1,2025-03-29T06:29:15Z,0
@asagirj,it&#39;s all over the screen,1,2025-03-29T06:26:08Z,0
@yeetzakagaming5789,Red lights 2.0,1,2025-03-29T06:02:58Z,0
@Sabrina320,Stream on Spotify we can&#39;t do this alone we need more people,1,2025-03-29T05:58:23Z,0
@deminiyy,This is on another level! Congrats Bang chan and Hyunjin y&#39;all gave birth to another masterpiece &lt;3,1,2025-03-29T05:53:50Z,0
@Ruba327,"This is my personal interpretation of Escape—a story that reached deep into my heart and stayed there. Thank you, Chan and Hyunjin, for creating something so raw, powerful, and true.<br>After watching Escape multiple times and reflecting deeply—while also listening to others’ takes—I felt compelled to share what I saw and felt in my heart.<br><br>Escape is a profound visual metaphor for breaking free from societal expectations, internal pain, and the pressure to conform. The opening—Chan and Hyunjin butting heads like wild animals—quickly shifts to both being chained. Yet each breaks free, returning to their truest selves: Chan moving like a wolf, and Hyunjin swift and stealthy, like a ferret.<br><br>They meet again and fight—at first seriously, then playfully, as the fight transforms into companionship. This brings them closer to their true selves, symbolized by paw prints in the sand instead of footprints. During Chan’s high-pitched vocal moment, they stare into a fish tank—symbolic of beauty trapped, observed, and contained, just like themselves. Chan breaks the glass and hands Hyunjin a dagger-like shard. It’s not a weapon—it’s a symbol of trust and survival. Chan rests his head on Hyunjin in protective love, while Hyunjin looks unhinged—care and chaos in stark contrast.<br><br>Chan watches over Hyunjin as the latter unleashes his pent-up emotions. At <a href=""https://www.youtube.com/watch?v=LvCmsOWPwKA&amp;t=103"">1:43</a> (possibly referencing “CASE 143”), Chan sees black, inky shadow-hands pressed against a window—souls trapped, begging for freedom. Sensing danger, he grabs Hyunjin and runs. They hide, but Hyunjin breaks down and runs off, dagger in hand.<br><br>Chan panics. Hyunjin is shown imprisoned again—crouched, terrified, desperate, and alone. Chan, separately, is bound not by chains, but by grief and guilt. When he howls at the moon, both their chains break—it’s a spiritual rescue.<br><br>They run toward each other—Hyunjin desperate, Chan smiling. A flash of a white ferret and black wolf confirms they are truly themselves. They embrace, and then we see them in fur coats that match their animals.<br><br>Then they face the eerie truck—its blinding lights symbolizing surveillance, fame, and oppression. Chan looks afraid—for Hyunjin. But Hyunjin’s defiance gives him strength. They clasp hands, charge forward—glass shatters. Liberation.<br><br>A masterpiece of authenticity, protection, and shared freedom. The story of Stray Kids—and of everyone seeking their voice in this world.",1,2025-03-29T05:24:36Z,0
@KarolynnBreland,OMG CHAN HITTING THOSE HIGH NOTES BRO TO DIE FOR LIKE CHOKE HOLD? Omg I love them so much,9,2025-03-29T04:46:40Z,0
@guldaneozkan4307,"You are very good, do not turn your face pale against negativity.",3,2025-03-29T04:31:04Z,0
@megustabailarylamusica8117,I hope they can interact between them  more in the live performance because they even look at each other and don&#39;t truchas to each other,2,2025-03-29T04:24:34Z,0
@helloimR1,Why is it always the chains with these two?,1,2025-03-29T04:20:15Z,0
@hotlatte-ev2gf,The visual effect is amazing,1,2025-03-29T04:18:33Z,0
@HYUNJINYSEUNGMINBIASED,"Seriously, how did they do it? Someone please explain to me how I was able to watch one of the best performances in this music video. Everything was incredible, how they laughed and looked like psychopaths. That performance... Wow! I have no words. I&#39;ve listened to it thousands of times, and it still gives me an inexplicable thrill. Just wow!",4,2025-03-29T04:12:22Z,3
@Kelpie-d4h,"This is the best song I&#39;ve ever seen, it literally made me cry. Also no one is going to talk about Chan&#39;s high note?",4,2025-03-29T04:12:09Z,0
@STAYareCrazy,Did is see a scene from red lights!?,4,2025-03-29T04:09:28Z,0
@jax.o.lantern99,"This is amazing! The vibes, the sound, omfg im obsessed ❤",3,2025-03-29T04:07:01Z,0
@Hyunlix130,"WOW WOW WOW OMG This is awesome, I love this song, I love the plot, it was really wow, it&#39;s literally red lights two.",3,2025-03-29T04:06:52Z,0
@btsvthannie,What can I say it&#39;s just so woww it&#39;s soo my type 😆😆🤩🤩seriously only skz can add some uniqueness to mv,2,2025-03-29T03:57:53Z,0
@XulithaSalazar,Ur not alone stray kids ❤❤❤❤❤,2,2025-03-29T03:50:27Z,0
@iluvfelix_brownies,Red light pt2??!!,2,2025-03-29T03:24:50Z,0
@Hyunjin-hub123,10million on the way,4,2025-03-29T03:22:10Z,0
@noriawawa9073,"Can we all take streaming this seriously?its took so long to reach 8 m,give justice to this mv please",22,2025-03-29T03:15:38Z,1
@tate-hl7od,I LOVE HYUNJIN AND BANGCHAN,5,2025-03-29T03:10:25Z,0
@nicolkang1429,The mv makes it look like they fighting but they are not 😊😊<br>But the tension in the mv is just whooo,6,2025-03-29T02:58:49Z,0
@NatalieLeeNorment,This is so good.,4,2025-03-29T02:58:43Z,0
@FAN_SKZ_REVO,"We are very proud of you. You are a successful person and always creative. We have seen nothing but creativity from you. We love you, Channn. We are here for you.",1,2025-03-29T02:56:48Z,0
@FAN_SKZ_REVO,We love you Chan don&#39;t hate yourself we love you remember our love for you always,1,2025-03-29T02:55:51Z,0
@FAN_SKZ_REVO,"Please don&#39;t hate yourself, we love you and we don&#39;t want to see you tired mentally.",2,2025-03-29T02:55:20Z,0
@FAN_SKZ_REVO,"I am the father of Stay-Chan, don&#39;t fail, we are with you 🫶🏻🫶🏻🫶🏻",0,2025-03-29T02:54:50Z,0
@FAN_SKZ_REVO,"We love you, we are proud of you, you are the best father to seven kids",2,2025-03-29T02:54:36Z,0
@FAN_SKZ_REVO,Bang Chan we are here for you always,3,2025-03-29T02:54:15Z,0
@FernandoJari,Today the love performance was a little bit better cause the were a little more closer i hope that they start to be good touch to each other and hug,3,2025-03-29T02:43:51Z,0
@FelixLeeYongbok-iw1,I love Stray Kids Bangchan and Hyunjin i just love the way they hugged and at the end when they held hands OMG I LOVED IT!!!,15,2025-03-29T02:40:40Z,0
@numenius15,Got 8! Yay!<br>Now let&#39;s go for 9!<br>Enjoying this song is not boring!,4,2025-03-29T02:33:06Z,0
@Pinkrose-hj3wl,We reach 8 m finally now can we reach 9 m faster this time?,5,2025-03-29T02:29:58Z,2
@seaspiritinme,This is a whole epic movie. Wattpad is watching and learning,3,2025-03-29T02:16:40Z,0
@Are_are405,what is this? both the picture and the music are driving me crazy. I will listen to this forever!,6,2025-03-29T02:10:43Z,0
@Melis-l4d4m,Yes be 8 M,4,2025-03-29T02:10:43Z,0
@isabellasuell3305,"<a href=""https://www.youtube.com/watch?v=LvCmsOWPwKA&amp;t=1"">0:01</a> Me as a kid running up the stairs",0,2025-03-29T02:09:07Z,0
@CaitlynHackney14,Well us Stays Definitely &quot;Escaped the Red light era 😂❤❤,0,2025-03-29T02:07:59Z,0
@ShsjEjsjkd,Son 3,0,2025-03-29T02:06:28Z,0
@trn8599,i couldn&#39;t handle the tension between them it was sooo 🔥🔥🔥,1,2025-03-29T02:03:03Z,0
@Dad-sg8de,8m coming....,3,2025-03-29T01:57:52Z,0
@daishajames2346,this is so ass bro,2,2025-03-29T01:52:06Z,0
@NaomiLewis-vl3ug,THE BIG COAT FOLKS,1,2025-03-29T01:43:05Z,0
@hotlatte-ev2gf,The hug scene is so moving and touching no matter how many times I watch it.,0,2025-03-29T01:33:38Z,0
@numenius15,"Bang Chan and Hyunjin, what a strong brotherhood!",11,2025-03-29T01:28:59Z,0
@numenius15,"Almost 8, yay!<br>Keep going up!",5,2025-03-29T01:28:49Z,0
@mile.maciel520,"God, I&#39;m starting to see a distinct style in Chan&#39;s vision (solo, then this 3racha, of course), and I love it. <br>Also, I knew these two would be great; they&#39;re on the same level of strength.",4,2025-03-29T01:27:24Z,0
@julianemachado9541,"The red light railway.<br>I love you Bang Chan, the best leader in kpop, kind, sweet, respectful and admirable, who loves his members and the stays. Happy to know that I will be able to see him up close, more or less actually, here in Brazil on the 5th❤😊",7,2025-03-29T01:24:49Z,0
@chiewei2633,hyunchan is so fineee,4,2025-03-29T01:14:40Z,0
@abbesrym3292,Hyunjin being the one singing high notes is crazy incredible vocals with great acting skills 🎉😮,6,2025-03-29T01:02:25Z,0
@Pinkrose-hj3wl,Whenever Escape reaching new milestone view will be so slow,5,2025-03-29T00:57:55Z,0
@ying-pu1xw,延续 red light 的辉煌😮,1,2025-03-29T00:55:21Z,0
